run,dropped_fold,MAE,DirAcc,VaRBreach
dramt_lam1_5,1,0.03439341920117537,0.5043478260869566,0.017391304347826087
dramt_lam1_5,2,0.03176420057813326,0.5503768115942029,0.0318840579710145
dramt_lam1_5,3,0.03143538782993952,0.5358840579710145,0.04057971014492754
dramt_rank,none,0.03297730116173625,0.5490434782608696,0.03913043478260869
dramt_rank,0,0.03501973239084085,0.5363478260869566,0.05217391304347826
dramt_rank,1,0.034102894365787506,0.537913043478261,0.03768115942028986
dramt_rank,2,0.0317612619449695,0.5525797101449276,0.02318840579710145
dramt_rank,3,0.03102531594534715,0.5693333333333334,0.043478260869565216
dramt_rank_only,none,0.033425879664719105,0.48034782608695653,0.010869565217391304
dramt_rank_only,0,0.035455651581287384,0.4723478260869565,0.014492753623188406
dramt_rank_only,1,0.03419718270500501,0.49286956521739134,0.011594202898550725
dramt_rank_only,2,0.032357703894376755,0.4771014492753623,0.005797101449275362
dramt_rank_only,3,0.03169298047820727,0.4790724637681159,0.011594202898550725
dramt_riskonly,none,0.03340981202200055,0.513391304347826,0.013043478260869565
dramt_riskonly,0,0.03554213109115759,0.496231884057971,0.017391304347826087
dramt_riskonly,1,0.03421464810768763,0.5174492753623189,0.008695652173913044
dramt_riskonly,2,0.03215994375447432,0.5238840579710144,0.008695652173913044
dramt_riskonly,3,0.031722525134682655,0.5159999999999999,0.017391304347826087
dramt_seed42,none,0.03396578272804618,0.5412173913043479,0.09565217391304348
dramt_seed42,0,0.03669115900993347,0.512,0.12753623188405797
dramt_seed42,1,0.03362881081799666,0.5542608695652175,0.08695652173913043
dramt_seed42,2,0.03309327798585097,0.5432463768115942,0.06666666666666667
dramt_seed42,3,0.03244988309840361,0.5553623188405797,0.10144927536231885
dramt_seed43,none,0.03292772267013788,0.5453043478260869,0.08478260869565218
dramt_seed43,0,0.035023972392082214,0.533391304347826,0.11304347826086958
dramt_seed43,1,0.03396064043045044,0.5339710144927535,0.08115942028985508
dramt_seed43,2,0.031827120731274285,0.5485797101449275,0.06376811594202898
dramt_seed43,3,0.030899157126744587,0.5652753623188406,0.08115942028985508
dramt_seed44,none,0.03311489103361964,0.5528260869565217,0.09782608695652174
dramt_seed44,0,0.035449421033263206,0.5311304347826087,0.12173913043478261
dramt_seed44,1,0.034151641031106315,0.5479999999999999,0.09855072463768115
dramt_seed44,2,0.031956955169638,0.5563478260869564,0.07536231884057971
dramt_seed44,3,0.03090154690047105,0.5758260869565217,0.09565217391304348
dramt_seed45,none,0.03502983320504427,0.514913043478261,0.09130434782608696
dramt_seed45,0,0.03613449136416117,0.5132173913043478,0.12173913043478261
dramt_seed45,1,0.03577898566921552,0.5158260869565218,0.08405797101449275
dramt_seed45,2,0.03454806407292684,0.5057971014492754,0.07246376811594203
dramt_seed45,3,0.03365779171387354,0.5248115942028986,0.08695652173913043
dramt_seed46,none,0.03448362648487091,0.5047391304347826,0.11956521739130435
dramt_seed46,0,0.037019810328880944,0.47008695652173915,0.13333333333333333
dramt_seed46,1,0.035941782097021736,0.48886956521739133,0.11304347826086956
dramt_seed46,2,0.03204845388730367,0.5456811594202898,0.10144927536231885
dramt_seed46,3,0.03292445962627729,0.5143188405797102,0.13043478260869565
dramt_seed47,none,0.0330529329366982,0.547695652173913,0.09565217391304348
dramt_seed47,0,0.03518706435958544,0.535768115942029,0.11884057971014493
dramt_seed47,1,0.03416316521664461,0.536695652173913,0.09855072463768115
dramt_seed47,2,0.031839727734526,0.5495072463768116,0.07246376811594203
dramt_seed47,3,0.031021774436036747,0.5688115942028985,0.0927536231884058
dramt_seed48,none,0.03565556136891246,0.4943913043478261,0.0782608695652174
dramt_seed48,0,0.03799235572417577,0.4657971014492754,0.10144927536231885
dramt_seed48,1,0.034522115563352905,0.5245217391304348,0.07246376811594203
dramt_seed48,2,0.03553261918326219,0.47791304347826086,0.06086956521739131
dramt_seed48,3,0.03457515500485897,0.5093333333333333,0.0782608695652174
