run,horizon,MAE,null_MAE,oracle_drift_MAE,mean_pred,mean_actual,n_obs,beats_null
ablation_full_s46,1,0.015589125454425812,0.01386623177677393,0.013836405239999294,-0.001171539188362658,0.0007494936580769718,2300,False
ablation_full_s46,2,0.022039128467440605,0.020612254738807678,0.020535385236144066,0.0005353689193725586,0.00138772779610008,2300,False
ablation_full_s46,3,0.026800869032740593,0.02542862668633461,0.025290384888648987,0.0026537964586168528,0.0021548259537667036,2300,False
ablation_full_s46,4,0.030808059498667717,0.029436659067869186,0.02925657480955124,0.004479095805436373,0.002847495721653104,2300,False
ablation_full_s46,5,0.03431539237499237,0.032922785729169846,0.03267541527748108,0.006087686400860548,0.0035679801367223263,2300,False
ablation_full_s46,6,0.03755558654665947,0.03617163002490997,0.0358055979013443,0.007627042010426521,0.004151492845267057,2300,False
ablation_full_s46,7,0.040337931364774704,0.039120111614465714,0.038658902049064636,0.008978603407740593,0.00470747472718358,2300,False
ablation_full_s46,8,0.042821355164051056,0.04183616489171982,0.04128556698560715,0.01033953670412302,0.005358648020774126,2300,False
ablation_full_s46,9,0.04506426677107811,0.044423654675483704,0.04373978078365326,0.011686358600854874,0.005948053207248449,2300,False
ablation_full_s46,10,0.047352783381938934,0.04693780466914177,0.04614844545722008,0.012570621445775032,0.006491753738373518,2300,False
ablation_no_macro_s42,1,0.014276351779699326,0.01386623177677393,0.013836405239999294,0.0004909838316962123,0.0007494936580769718,2300,False
ablation_no_macro_s42,2,0.02083641290664673,0.020612254738807678,0.020535385236144066,0.0024306192062795162,0.00138772779610008,2300,False
ablation_no_macro_s42,3,0.025547578930854797,0.02542862668633461,0.025290384888648987,0.0036756147164851427,0.0021548259537667036,2300,False
ablation_no_macro_s42,4,0.029830243438482285,0.029436659067869186,0.02925657480955124,0.00569764943793416,0.002847495721653104,2300,False
ablation_no_macro_s42,5,0.03347483277320862,0.032922785729169846,0.03267541527748108,0.006745559629052877,0.0035679801367223263,2300,False
ablation_no_macro_s42,6,0.03664252161979675,0.03617163002490997,0.0358055979013443,0.007680216338485479,0.004151492845267057,2300,False
ablation_no_macro_s42,7,0.039794281125068665,0.039120111614465714,0.038658902049064636,0.008808903396129608,0.00470747472718358,2300,False
ablation_no_macro_s42,8,0.0429079607129097,0.04183616489171982,0.04128556698560715,0.010650229640305042,0.005358648020774126,2300,False
ablation_no_macro_s42,9,0.04546099528670311,0.044423654675483704,0.04373978078365326,0.011849116533994675,0.005948053207248449,2300,False
ablation_no_macro_s42,10,0.0480610616505146,0.04693780466914177,0.04614844545722008,0.012788456864655018,0.006491753738373518,2300,False
ablation_no_macro_s43,1,0.014205748215317726,0.01386623177677393,0.013836405239999294,0.003122549969702959,0.0007494936580769718,2300,False
ablation_no_macro_s43,2,0.020652178674936295,0.020612254738807678,0.020535385236144066,0.0039733219891786575,0.00138772779610008,2300,False
ablation_no_macro_s43,3,0.02550945244729519,0.02542862668633461,0.025290384888648987,0.004902955610305071,0.0021548259537667036,2300,False
ablation_no_macro_s43,4,0.029634200036525726,0.029436659067869186,0.02925657480955124,0.006472497247159481,0.002847495721653104,2300,False
ablation_no_macro_s43,5,0.033261485397815704,0.032922785729169846,0.03267541527748108,0.007824292406439781,0.0035679801367223263,2300,False
ablation_no_macro_s43,6,0.036659594625234604,0.03617163002490997,0.0358055979013443,0.009105000644922256,0.004151492845267057,2300,False
ablation_no_macro_s43,7,0.03961062803864479,0.039120111614465714,0.038658902049064636,0.010573145933449268,0.00470747472718358,2300,False
ablation_no_macro_s43,8,0.04223065823316574,0.04183616489171982,0.04128556698560715,0.01163422130048275,0.005358648020774126,2300,False
ablation_no_macro_s43,9,0.044777773320674896,0.044423654675483704,0.04373978078365326,0.012917223386466503,0.005948053207248449,2300,False
ablation_no_macro_s43,10,0.04723615199327469,0.04693780466914177,0.04614844545722008,0.013282449916005135,0.006491753738373518,2300,False
ablation_no_macro_s44,1,0.014301522634923458,0.01386623177677393,0.013836405239999294,0.0012046343181282282,0.0007494936580769718,2300,False
ablation_no_macro_s44,2,0.021051475778222084,0.020612254738807678,0.020535385236144066,0.002182861091569066,0.00138772779610008,2300,False
